plural,male,female,title,male_eng,female_eng,male_cnt,female_cnt
Перов,Перов,Перова,3,perov,perova,12512,15501
Персоны,Персон,Персон,2,person,person,0,0
Перфильевы,Перфильев,Перфильева,3,perfilev,perfileva,4119,4796
Перхуровы,Перхуров,Перхурова,3,perkhurov,perkhurova,255,245
Песоцкий,Песоцкий,Песоцкая,3,pesotsky,pesotskaya,137,924
Пестовы,Пестов,Пестова,6,pestov,pestova,9167,10371
Петелины,Петелин,Петелина,6,petelin,petelina,2750,3833
Петин,Петин,Петина,6,petin,petina,2757,2867
Петрачков,Петрачков,Петрачкова,2,petrachkov,petrachkova,647,660
Петржкевич,Петржкевич,Петржкевич,6,petrzhkevich,petrzhkevich,-,-
Петршкевич,Петршкевич,Петршкевич,6,petrshkevich,petrshkevich,-,-
Петрищев,Петрищев,Петрищева,6,petrischev,petrischeva,1010,719
Петровы,Петров,Петрова,1,petrov,petrova,429896,383208
Петрово-Соловово,Петрово-Соловово,Петрово-Соловово,6,petrovo-solovovo,petrovo-solovovo,-,-
П.-Саловово,П.-Саловово,П.-Саловово,6,p.-salovovo,p.-salovovo,-,-
Петровские,Петровский,Петровская,2,petrovsky,petrovskaya,9141,10345
Петропавловские,Петропавловский,Петропавловская,2,petropavlovsky,petropavlovskaya,641,542
Петрошевский,Петрошевский,Петрошевская,2,petroshevsky,petroshevskaya,10,9
Пеунов,Пеунов,Пеунова,3,peunov,peunova,228,202
Пехтерев,Пехтерев,Пехтерева,2,pekhterev,pekhtereva,1043,1710
Печеневы,Печенев,Печенева,3,pechenev,pecheneva,258,339
Печенегов,Печенегов,Печенегова,2,pechenegov,pechenegova,14,44
Печкины,Печкин,Печкина,3,pechkin,pechkina,2014,616
Печковские,Печковский,Печковская,2,pechkovsky,pechkovskaya,106,88
Пешков,Пешков,Пешкова,2,peshkov,peshkova,14143,13301
Пикалов,Пикалов,Пикалова,6,pikalov,pikalova,3861,4202
Пименов,Пименов,Пименова,3,pimenov,pimenova,14269,14994
Пироговы,Пирогов,Пирогова,2,pirogov,pirogova,12535,14194
Писаревы,Писарев,Писарева,2,pisarev,pisareva,9631,10571
Пискорские,Пискорский,Пискорская,6,piskorsky,piskorskaya,75,50
Пичугины,Пичугин,Пичугина,2,pichugin,pichugina,9622,11169
Плавильщиковы,Плавильщиков,Плавильщикова,3,plavilschikov,plavilschikova,3,1
Платоновы,Платонов,Платонова,1,platonov,platonova,25730,29226
Племянников,Племянников,Племянникова,6,plemyannikov,plemyannikova,166,172
Плетнев,Плетнев,Плетнева,3,pletnev,pletneva,3434,4770
Плехановы,Плеханов,Плеханова,2,plekhanov,plekhanova,8973,10262
Плечко,Плечко,Плечко,3,plechko,plechko,157,157
Плещеевы,Плещеев,Плещеева,4,plescheev,plescheeva,20,29
Плотниковы,Плотников,Плотникова,2,plotnikov,plotnikova,49771,54874
Плохово,Плохово,Плохово,6,plokhovo,plokhovo,1,1
Плюсковы,Плюсков,Плюскова,4,pljuskov,pljuskova,0,0
Плясов,Плясов,Плясова,3,plyasov,plyasova,407,573
Победимов,Победимов,Победимова,3,pobedimov,pobedimova,121,156
Победоносцевы,Победоносцев,Победоносцева,3,pobedonostsev,pobedonostseva,226,183
Повалишины,Повалишин,Повалишина,2,povalishin,povalishina,71,39
Погодины,Погодин,Погодина,2,pogodin,pogodina,7020,10458
Погожевы,Погожев,Погожева,3,pogozhev,pogozheva,958,1202
Погожин,Погожин,Погожина,2,pogozhin,pogozhina,108,73
Погонины,Погонин,Погонина,6,pogonin,pogonina,717,727
Погорельский,Погорельский,Погорельская,3,pogorelsky,pogorelskaya,385,552
Подгорецкие,Подгорецкий,Подгорецкая,2,podgoretsky,podgoretskaya,3,49
Поддубенские,Поддубенский,Поддубенская,3,poddubensky,poddubenskaya,1,10
Подладчиков,Подладчиков,Подладчикова,2,podladchikov,podladchikova,7,9
Подлуцкий,Подлуцкий,Подлуцкая,6,podlutsky,podlutskaya,7,75
Подобедовы,Подобедов,Подобедова,3,podobedov,podobedova,815,573
Подпалые,Подпалый,Подпалая,2,podpalyy,podpalaya,16,16
Подстригины,Подстригин,Подстригина,2,podstrigin,podstrigina,-,1
Подстрыгины,Подстрыгин,Подстрыгина,2,podstrygin,podstrygina,-,-
Подстрыин,Подстрыин,Подстрыина,2,podstryin,podstryina,-,-
Подчаские,Подчаский,Подчаская,1,podchasky,podchaskaya,2,1
Поедугин,Поедугин,Поедугина,3,poedugin,poedugina,-,10
Пожидаев,Пожидаев,Пожидаева,2,pozhidaev,pozhidaeva,7010,7310
Поздеевы,Поздеев,Поздеева,2,pozdeev,pozdeeva,11616,11115
Познанский,Познанский,Познанская,2,poznansky,poznanskaya,129,151
Позняковы,Позняков,Познякова,2,poznyakov,poznyakova,732,715
Покасовский,Покасовский,Покасовская,3,pokasovsky,pokasovskaya,1,0
Поклонские,Поклонский,Поклонская,2,poklonsky,poklonskaya,309,542
Покорские,Покорский,Покорская,1,pokorsky,pokorskaya,245,222
Покотиловы,Покотилов,Покотилова,2,pokotilov,pokotilova,197,120
Покотилло,Покотилло,Покотилло,2,pokotillo,pokotillo,-,-
Покатиловы,Покатилов,Покатилова,2,pokatilov,pokatilova,642,765
Покровские,Покровский,Покровская,2,pokrovsky,pokrovskaya,6266,6705
Полагин,Полагин,Полагина,1,polagin,polagina,24,1362
Полеваевы,Полеваев,Полеваева,1,polevaev,polevaeva,73,100
Полевой,Полевой,Полевая,3,polevoy,polevaya,2499,2363
Полежаев,Полежаев,Полежаева,3,polezhaev,polezhaeva,5866,6209
Поленовы,Поленов,Поленова,2,polenov,polenova,1141,1620
Поливановы,Поливанов,Поливанова,2,polivanov,polivanova,1155,1337
Политковские,Политковский,Политковская,2,politkovsky,politkovskaya,56,36
Половцев,Половцев,Половцева,2,polovtsev,polovtseva,408,341
Половцов,Половцов,Половцова,2,polovtsov,polovtsova,2,9
Полозовы,Полозов,Полозова,2,polozov,polozova,5326,6714
Полтавцев,Полтавцев,Полтавцева,3,poltavtsev,poltavtseva,1061,819
Полтев,Полтев,Полтева,2,poltev,polteva,480,599
Полтин,Полтин,Полтина,2,poltin,poltina,4,18
Полторановы,Полторанов,Полторанова,3,poltoranov,poltoranova,7,12
Полуденский,Полуденский,Полуденская,3,poludensky,poludenskaya,-,-
Полуектовы,Полуектов,Полуектова,4,poluektov,poluektova,4193,5314
Полуехтовы,Полуехтов,Полуехтова,4,poluekhtov,poluekhtova,1,1
Полуярославцев,Полуярославцев,Полуярославцева,2,poluyaroslavtsev,poluyaroslavtseva,-,-
Поль,Поль,Поль,3,pol,pol,1,1
Поляковы,Поляков,Полякова,1,polyakov,polyakova,86879,111164
Полянские,Полянский,Полянская,1,polyansky,polyanskaya,11662,20180
Померанцевы,Померанцев,Померанцева,1,pomerantsev,pomerantseva,685,1183
Пономаревы,Пономарев,Пономарева,1,ponomarev,ponomareva,43890,58981
Понамарев,Понамарев,Понамарева,1,ponamarev,ponamareva,2458,4287
Понятовский,Понятовский,Понятовская,3,ponyatovsky,ponyatovskaya,231,171
Поняшовский,Поняшовский,Поняшовская,3,ponyashovsky,ponyashovskaya,-,-
Попандопуло,Попандопуло,Попандопуло,1,popandopulo,popandopulo,2803,2803
Попеляхин,Попеляхин,Попеляхина,2,popelyakhin,popelyakhina,-,-
Поповы,Попов,Попова,1,popov,popova,365925,365778
Паповы,Папов,Папова,1,papov,papova,1133,861
Попондополо,Попондополо,Попондополо,1,popondopolo,popondopolo,30,30
Попондопуло,Попондопуло,Попондопуло,1,popondopulo,popondopulo,138,138
Порецкий,Порецкий,Порецкая,3,poretsky,poretskaya,22,161
Пороховщиковы,Пороховщиков,Пороховщикова,3,porokhovschikov,porokhovschikova,1,1
Порошины,Порошин,Порошина,2,poroshin,poroshina,5149,6231
Портнов,Портнов,Портнова,3,portnov,portnova,6340,7146
Посниковы,Посников,Посникова,2,posnikov,posnikova,138,130
Поспелов,Поспелов,Поспелова,3,pospelov,pospelova,8069,8747
Постельников,Постельников,Постельникова,6,postelnikov,postelnikova,38,24
Постниковы,Постников,Постникова,2,postnikov,postnikova,10401,11896
Потаповы,Потапов,Потапова,3,potapov,potapova,63434,66925
Потемкины,Потемкин,Потемкина,3,potemkin,potemkina,2923,4123
Потехин,Потехин,Потехина,2,potekhin,potekhina,6932,7658
Потоцкие,Потоцкий,Потоцкая,3,pototsky,pototskaya,273,1882
Похвисневы,Похвиснев,Похвиснева,3,pokhvisnev,pokhvisneva,-,2
Похорские,Похорский,Похорская,1,pokhorsky,pokhorskaya,23,49
Поццо,Поццо,Поццо,2,potstso,potstso,-,-
Починовский,Починовский,Починовская,3,pochinovsky,pochinovskaya,22,26
Поярковы,Поярков,Пояркова,3,poyarkov,poyarkova,1669,1818
Правдивин,Правдивин,Правдивина,3,pravdivin,pravdivina,2,-
Правдины,Правдин,Правдина,1,pravdin,pravdina,2271,2535
Правиковы,Правиков,Правикова,3,pravikov,pravikova,599,136
Православнов,Православнов,Православнова,2,pravoslavnov,pravoslavnova,29,80
Православный,Православный,Православная,2,pravoslavnyy,pravoslavnaya,97,36
Пражевский,Пражевский,Пражевская,2,prazhevsky,prazhevskaya,8,5
Прево,Прево,Прево,3,prevo,prevo,34,34
Прейсы,Прейс,Прейс,3,preys,preys,685,685
Преображенские,Преображенский,Преображенская,3,preobrazhensky,preobrazhenskaya,2414,3102
Преханов,Преханов,Преханова,2,prekhanov,prekhanova,-,-
Пржевальский,Пржевальский,Пржевальская,2,przhevalsky,przhevalskaya,118,71
Прибиль,Прибиль,Прибиль,3,pribil,pribil,3,3
Приезжев,Приезжев,Приезжева,2,priezzhev,priezzheva,412,404
Приемский,Приемский,Приемская,2,priemsky,priemskaya,25,64
Приклонские,Приклонский,Приклонская,2,priklonsky,priklonskaya,91,191
Прилуцкий,Прилуцкий,Прилуцкая,3,prilutsky,prilutskaya,636,2232
Примеров,Примеров,Примерова,3,primerov,primerova,448,448
Прозоров,Прозоров,Прозорова,1,prozorov,prozorova,5749,6693
Прозоровские,Прозоровский,Прозоровская,5,prozorovsky,prozorovskaya,367,425
Прозоровский-Голицын,Прозоровский-Голицын,Прозоровская-Голицына,5,prozorovskiy-golitsyn,prozorovskaya-golitsyna,-,-
